Entity,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Georgia,9639578.0,10241044.0,10782319.0,11246717.0,11684918.0,12290572.0,12762136.0,13195060.0,13649930.0,13760871.0,14295843.0,14034643.0,14298791.0,14503914.0,14634463.0,15773987.0,15575122.0,15728214.0,16318989.0,16196152.0,15948386.0,15872158.0,15276915.0,9915700.0,6067844.0,2290286.0,4053812.0,4426263.0,4939172.0,4310981.0,4500388.0,3724984.0,3348291.0,3731537.0,4271842.0,5013924.0,6093048.0,6361687.0,5308807.0,6135626.0,6208043.0,7804526.0,8254474.5,8012545.5,8938688.0,9756186.0,10067680.0,10172526.0,10062534.0,10886591.0,10574546.0,11056113.0,11092909.0
Germany,1026022340.0,1037236800.0,1041480960.0,1085738400.0,1062726900.0,1002447000.0,1090840400.0,1052608500.0,1079132500.0,1117888300.0,1100066000.0,1048523300.0,1015733900.0,1011604900.0,1033244600.0,1044117900.0,1047471940.0,1032442900.0,1029024200.0,1008792400.0,1054740600.0,1016870300.0,969474200.0,959367200.0,943184830.0,939897150.0,959653300.0,931486900.0,923467000.0,895402100.0,898938050.0,915242100.0,898834560.0,899858370.0,885632500.0,865470700.0,877497660.0,850229800.0,852857860.0,788285800.0,831129600.0,807613950.0,812815550.0,833804350.0,794738500.0,798084740.0,801744600.0,785985860.0,754811140.0,707491400.0,647252300.0,678798900.0,665604700.0
Ghana,2621641.0,2278441.0,2399888.0,2439283.0,2881147.0,2658952.0,2333216.0,2892642.0,2866842.0,2594790.0,2483492.0,2935109.0,2952709.0,3559626.0,2499557.0,3188232.0,2956670.0,3167546.0,3233287.0,3073432.0,3513776.0,3901860.0,3242640.0,3817888.0,4539696.0,4623968.0,4858464.0,5514320.0,5583936.0,5613248.0,5312800.0,5968656.0,6483251.0,6684573.0,6450628.0,6113072.0,8523184.0,8981875.0,8324322.5,6868021.0,8942513.0,10335549.0,12644250.0,12606324.0,13252466.0,14568119.0,13917313.0,12437709.0,15193367.0,16418402.0,19168242.0,20966088.0,20806944.0
Greece,24126176.0,27749512.0,31477310.0,37131216.0,36061770.0,38669764.0,42655544.0,46657156.0,47678116.0,50818708.0,50888696.0,50125424.0,51508770.0,54789372.0,56284932.0,59771930.0,58274420.0,62576332.0,67051870.0,73230810.0,83438040.0,83407500.0,84975656.0,84284960.0,86430260.0,86963200.0,89114950.0,93801560.0,98621790.0,97934820.0,102973170.0,105361864.0,105000510.0,109066730.0,109485270.0,113888960.0,112419550.0,114545700.0,111080376.0,104319840.0,97354150.0,94505230.0,91392584.0,81713256.0,78636450.0,74927624.0,71361000.0,74843450.0,71780900.0,65759484.0,55619772.0,57556330.0,59662764.0
Greenland,381056.0,468992.0,553264.0,556928.0,556928.0,505631.97,219840.0,721808.0,392048.0,571584.0,564256.0,527616.0,516623.97,362736.0,567920.0,509296.0,326096.0,234496.0,545936.0,472656.0,624714.0,609900.0,595807.0,545942.0,495907.0,534331.0,596899.0,617858.0,597197.0,594889.0,667765.0,618372.0,580141.0,649303.0,639502.0,643600.0,662845.0,653788.0,677403.0,592500.0,679400.0,726076.0,579760.0,562963.0,522611.97,525712.0,526596.0,543821.0,544649.0,555414.0,537154.0,566715.0,591718.0
Grenada,43968.0,47632.0,47632.0,54960.0,36640.0,47632.0,47632.0,47632.0,51296.0,47632.0,47632.0,58624.0,62288.0,62288.0,62288.0,62288.0,65952.0,73280.0,95264.0,102592.0,106256.0,109920.0,117248.0,120912.0,142896.0,150224.0,153888.0,168544.0,175872.0,194192.0,190528.0,194192.0,205184.0,216176.0,205184.0,216176.0,230832.0,238160.0,252815.98,252815.98,260144.0,252815.98,271136.0,304112.0,234496.0,260144.0,267472.0,278464.0,307776.0,329760.0,289456.0,329842.0,340416.0
Guatemala,2296437.0,2439303.0,2706626.0,2933616.0,3065520.0,3519529.0,3304906.0,3804453.0,4117133.2,4678019.0,4492606.0,3949467.0,3606792.0,3159905.0,3401061.0,3496849.0,3664595.0,3918400.0,4075276.8,4188155.2,4972245.0,4951134.0,5919209.0,5577778.0,6751174.0,7078550.0,6571124.0,7501859.0,8639397.0,8805825.0,9764762.0,10233260.0,10721662.0,10447951.0,11180307.0,12109271.0,12176554.0,12144909.0,10893166.0,11442047.0,11097682.0,11237312.0,11576644.0,12811682.0,13827098.0,15951887.0,16926494.0,17320534.0,18500796.0,19501706.0,17336898.0,19683010.0,19193244.0
Guinea,791424.0,813408.0,831728.0,802416.0,839056.0,842720.0,886688.0,901344.0,901344.0,945312.0,963632.0,989280.0,981952.0,952640.0,978288.0,992944.0,996608.0,992944.0,1025920.06,1044240.0,1003936.06,1025920.06,1058896.0,1088208.0,1124848.0,1165152.0,1234768.0,1289728.0,1363008.0,1432624.0,1491248.0,1560864.0,1623152.0,1700096.0,1762384.0,1824672.0,1890624.0,1967568.0,1996880.0,2110464.0,2484192.0,2594112.0,2421904.0,2110464.0,2165424.0,2451216.0,2741192.0,3238976.0,3162032.0,3920951.0,4499392.0,4867216.0,4953613.0
Guinea-Bissau,69616.0,73280.0,65952.0,109920.0,102592.0,113584.0,95264.0,102592.0,102592.0,109920.0,146560.0,142896.0,142896.0,142896.0,161216.0,172208.0,183200.0,194192.0,216176.0,230832.0,172208.0,175872.0,179536.0,183200.0,183200.0,183200.0,205184.0,201520.0,172208.0,194192.0,146560.0,150224.0,153888.0,194192.0,201520.0,212512.0,216176.0,230832.0,227168.0,234496.0,238160.0,241824.0,245488.0,245488.0,260144.0,278464.0,304112.0,304112.0,311440.0,322432.0,296784.0,321046.0,326745.0
Guyana,1579184.0,1498576.0,1560864.0,1802688.0,1553536.0,1824672.0,1751392.0,1897952.0,2055504.1,1520560.0,1788032.0,1799024.0,1403312.0,1245760.0,1403312.0,1417968.0,1044240.0,1308048.0,1403312.0,1183472.0,1128512.0,1106528.0,1040576.0,1044240.0,1458272.0,1568192.0,1652464.0,1806352.0,1828336.0,1832000.0,1747728.0,1744064.0,1714752.0,1857648.0,1927264.0,1619488.0,1509568.0,1780704.0,1707424.0,1908944.0,1886960.0,1960240.0,1960240.0,1905280.0,1972021.0,2003336.0,2374679.0,2326815.0,2502966.0,2755782.0,3188380.0,3563899.0,3537124.0
Haiti,384482.0,402743.0,391721.0,420914.0,472091.0,483024.0,672182.0,704144.0,750641.0,749901.0,745071.0,758928.0,817303.0,886028.0,903151.0,929520.0,830222.0,898793.0,1007669.0,1023120.06,994997.0,976137.0,888522.0,684199.0,183200.0,875696.0,1018592.0,1348352.0,1234768.0,1271408.0,1634144.0,1471293.0,1785235.0,1700183.0,1651995.0,1724339.0,1752042.0,1772405.0,1760637.0,1888301.0,2136827.0,2272898.0,2264181.0,2706250.0,2704625.0,2660657.0,2979519.0,3139196.0,3410161.0,3091473.0,2512561.0,2425400.0,2446681.0
High-income countries,9898834000.0,10104284000.0,10549084000.0,11085032000.0,10850860000.0,10582510000.0,11241508000.0,11422271000.0,11611166000.0,11952606000.0,11698697000.0,11305713000.0,10895180000.0,10817289000.0,11194786000.0,11289581000.0,11325536000.0,11547326000.0,11921960000.0,12160848000.0,12409320000.0,12897065000.0,12526515000.0,12650148000.0,12852562000.0,12944265000.0,13338036000.0,13371733000.0,13330756000.0,13483984000.0,13925442000.0,13887555000.0,13992739000.0,14255652000.0,14465223000.0,14505794000.0,14504411000.0,14603550000.0,14311367000.0,13467262000.0,14015496000.0,13828663000.0,13751388000.0,13772206000.0,13636939000.0,13607322000.0,13452580000.0,13417614000.0,13493751000.0,13181933000.0,12015062000.0,12659199000.0,12614069000.0
Honduras,1388032.0,1328811.0,1533102.0,1506141.0,1553346.0,1660773.0,1770583.0,1993395.0,2039442.0,1922810.0,2037957.0,1807843.0,1749493.0,1976452.0,1957357.0,1885699.0,1824977.0,2144191.0,2464967.0,2680274.0,2504658.0,2526966.0,2803312.0,2940777.0,3231039.0,3836235.0,3875521.0,4010334.0,4810582.0,4704557.0,5031508.0,5664895.0,5945282.0,6686778.0,7194159.0,6834857.0,7698208.0,8216418.5,8532908.0,8030408.0,7996618.0,8860314.0,9218278.0,9364898.0,9481238.0,10347979.0,9722308.0,10231486.0,9861259.0,11218794.0,9526111.0,10834858.0,11159723.0
Hong Kong,8392500.0,9150591.0,9275585.0,9286457.0,10667250.0,11008001.0,12490384.0,14203904.0,15714096.0,15837647.0,16600216.0,18616656.0,19622766.0,20912106.0,22224786.0,22881404.0,25525918.0,28085646.0,29284780.0,30141178.0,27147690.0,28463072.0,32918560.0,34777844.0,31079292.0,31267054.0,28908528.0,30496980.0,38924984.0,42549016.0,40282788.0,37801700.0,39485080.0,43202330.0,41569400.0,43730548.0,41914810.0,43572436.0,42790584.0,41579400.0,40062904.0,43149716.0,42742060.0,44306892.0,45491750.0,42399920.0,43365784.0,42431172.0,42600628.0,41900196.0,33497124.0,32775524.0,30568888.0
Hungary,69934550.0,69203580.0,69341580.0,72959710.0,73980630.0,75247880.0,79841640.0,83005470.0,87964170.0,85987710.0,86608750.0,86352020.0,86600860.0,88856200.0,90561280.0,85828376.0,83240790.0,84136470.0,78054780.0,75917200.0,73376824.0,69701940.0,62348020.0,63558412.0,61888990.0,61601110.0,63158110.0,61711716.0,61312880.0,61806190.0,58505984.0,60108984.0,59086040.0,61860748.0,60251724.0,60400730.0,59709784.0,58631348.0,57326304.0,51542250.0,52087460.0,50253124.0,46818720.0,43669620.0,43791780.0,46717404.0,47178500.0,49580330.0,49534410.0,49310484.0,47335468.0,48563856.0,44353616.0
Iceland,1388300.0,1472206.0,1482832.0,1750026.0,1738479.0,1613472.0,1701313.0,1902662.0,1920842.0,1983021.0,1861846.0,1748000.0,1593849.0,1542530.0,1809746.0,1622635.0,1780225.0,1845061.0,1841119.0,1896457.0,2222787.0,2103614.0,2250166.0,2400940.0,2349664.0,2469337.0,2523724.0,2619435.0,2638678.0,2841366.0,2933190.0,2865427.0,2992466.0,2985957.0,3109793.0,2978476.0,3155845.0,3495134.0,3812816.0,3731080.0,3627419.0,3504698.0,3501300.0,3490100.0,3446717.0,3543713.0,3495520.0,3612189.0,3668959.0,3558741.0,3339561.0,3510051.0,3542503.0
India,181722640.0,191963680.0,203035980.0,209095040.0,215853180.0,234209120.0,244749380.0,258961730.0,263149570.0,276284740.0,291711100.0,314966180.0,325380000.0,352198850.0,361559460.0,397592100.0,426309380.0,455343040.0,491692160.0,540651100.0,577996000.0,615365000.0,655447040.0,677299260.0,714063740.0,760461630.0,823620700.0,858011200.0,875772350.0,950459800.0,977526400.0,990969540.0,1021664400.0,1059159550.0,1125096300.0,1185674200.0,1292484600.0,1392506000.0,1489437400.0,1612216300.0,1677337200.0,1764712400.0,1925699700.0,1995098100.0,2148343800.0,2234219500.0,2354658000.0,2426606800.0,2593057800.0,2612888000.0,2421552000.0,2674221800.0,2829644300.0
Indonesia,35791384.0,38955264.0,43306284.0,49098096.0,51226504.0,53932536.0,61788250.0,82416410.0,93938110.0,95137000.0,94872870.0,100297050.0,105583976.0,105183850.0,112460230.0,121597384.0,122166080.0,123878480.0,132721210.0,131673520.0,155080830.0,174865010.0,199418670.0,215108740.0,219371660.0,222410480.0,253065010.0,279941500.0,244522960.0,292000930.0,281330370.0,317027200.0,308485920.0,339357470.0,343021500.0,347617020.0,346633440.0,387858050.0,365718300.0,398942050.0,445806080.0,500724540.0,515954180.0,489055100.0,487889950.0,539149250.0,540085600.0,556944200.0,594101400.0,650905900.0,605984600.0,615923400.0,728883260.0
International aviation,75012280.0,82386240.0,86428390.0,90886820.0,85245970.0,83470010.0,84996020.0,96044740.0,99103340.0,103061540.0,105312240.0,106079650.0,105957680.0,108375976.0,116077060.0,117766460.0,124363890.0,216878860.0,225959630.0,241725660.0,232222460.0,241384850.0,223723060.0,230620940.0,245628200.0,260094240.0,276441150.0,294978600.0,315207550.0,325389060.0,330832670.0,332518720.0,350257380.0,364769060.0,392221220.0,414674370.0,429585800.0,443967580.0,450012600.0,432703680.0,457555140.0,475460740.0,489682460.0,503367520.0,504872030.0,525383550.0,546358600.0,574051600.0,614629250.0,628507500.0,268338930.0,291446140.0,424853700.0
International shipping,361845120.0,378925300.0,405492400.0,435463800.0,403654560.0,363997200.0,353737820.0,352870940.0,356537660.0,354220220.0,340947900.0,305875260.0,266961620.0,249673400.0,243270110.0,249256340.0,268901300.0,310153760.0,319048000.0,322946340.0,316629600.0,302304450.0,330827170.0,327478600.0,339648160.0,358237470.0,393203970.0,409265700.0,431960800.0,448748700.0,453753400.0,446548600.0,448143600.0,466146140.0,511179520.0,524849860.0,562253400.0,605093950.0,609091000.0,582284700.0,622194100.0,632822600.0,606973900.0,609315840.0,615541900.0,634704200.0,627320400.0,652091200.0,646792000.0,635683100.0,590437800.0,616567000.0,624487800.0
Iran,91787460.0,101627830.0,106015190.0,129475310.0,143775410.0,139213970.0,156459100.0,163731950.0,162103940.0,162982480.0,120493920.0,112995830.0,137770980.0,149584900.0,149863600.0,159856660.0,147603410.0,158562620.0,175142720.0,190197810.0,209943740.0,221833920.0,226934900.0,235606900.0,263327400.0,269270080.0,274926140.0,267357090.0,303514200.0,371973920.0,364302370.0,386158180.0,393409700.0,407076740.0,437678900.0,462002780.0,496070460.0,502565400.0,522557120.0,536605220.0,552953100.0,566288830.0,588364800.0,597952300.0,632673300.0,631581200.0,633826900.0,685401300.0,710214800.0,694666500.0,679007200.0,688076300.0,690635260.0
Iraq,23883784.0,28831858.0,29520482.0,30612708.0,30909492.0,33120258.0,48735490.0,43629544.0,42193084.0,52823090.0,45358190.0,31901494.0,30374436.0,38465140.0,39771004.0,44196436.0,47229550.0,52183788.0,67127420.0,72241820.0,49057050.0,45185440.0,58889384.0,63129812.0,76436660.0,79695130.0,74709900.0,76173950.0,80837240.0,82042850.0,83265550.0,96332264.0,96539910.0,101266860.0,112803060.0,114019704.0,98564010.0,61086176.0,93938200.0,104815390.0,113536270.0,122937330.0,133421110.0,141052560.0,137021060.0,141986560.0,158892590.0,176963090.0,183753490.0,189606500.0,159840260.0,168586340.0,179080800.0
Ireland,19393740.0,22476182.0,22036418.0,22846356.0,23293276.0,22047718.0,22293362.0,23568720.0,23579640.0,27402738.0,26271548.0,26061508.0,25566268.0,25728682.0,25549450.0,26749804.0,28550302.0,30226336.0,29883636.0,30061098.0,32944420.0,33674308.0,33495316.0,33716364.0,34838450.0,35852984.0,37469268.0,38804984.0,40708970.0,42440180.0,45249110.0,47607620.0,46081584.0,45684108.0,46166788.0,48156200.0,47604450.0,47664090.0,47362828.0,42179092.0,41793224.0,38056364.0,38227200.0,37281868.0,36853212.0,38718548.0,40369680.0,39078276.0,39012556.0,37325750.0,35123776.0,37547284.0,38784012.0
Israel,16559357.0,16218946.0,16890886.0,19261170.0,19368960.0,19540482.0,19496744.0,19765916.0,21031664.0,20864376.0,20984618.0,21017606.0,23854860.0,23709024.0,23498480.0,24613012.0,26348256.0,27068916.0,29702602.0,31394252.0,35824360.0,36148456.0,42082496.0,44234508.0,47474584.0,49865530.0,51935750.0,54865704.0,56009770.0,54756052.0,59519380.0,63023570.0,59301356.0,62414676.0,58679230.0,56524140.0,62148964.0,62799908.0,67980180.0,63860948.0,68286904.0,68594740.0,74784850.0,63095308.0,60282336.0,62939140.0,61160656.0,58841624.0,59985780.0,58659188.0,55697504.0,54849148.0,56118090.0
Italy,296364540.0,311049180.0,328237470.0,353349120.0,358252930.0,341052450.0,365795460.0,354417630.0,371273820.0,385255520.0,386433020.0,375300130.0,366879040.0,358409100.0,364601060.0,368982400.0,363187620.0,380098560.0,385962240.0,404741950.0,438904300.0,438385660.0,438770980.0,431176400.0,425428220.0,449430200.0,443656700.0,449430940.0,461646720.0,466393440.0,470524100.0,470577400.0,478002000.0,496005820.0,501631580.0,502346600.0,496934400.0,490653340.0,479077150.0,424952670.0,436534300.0,424739260.0,404260600.0,370253540.0,350126700.0,361935900.0,358814000.0,353418600.0,349826900.0,340402530.0,303281280.0,337229900.0,338097280.0
Jamaica,4988584.0,5747217.0,6282311.0,8290351.0,7594310.0,8180667.0,7275862.0,7440922.0,9111866.0,8529469.0,8445355.0,7408473.0,6214029.0,6444906.0,5140603.0,5041745.0,4547176.0,5379035.0,4525484.0,6724091.0,7527165.0,7750991.0,7708731.0,8000958.5,8188610.0,9173406.0,9687622.0,10068187.0,9694035.0,9958188.0,10313990.0,10576440.0,10202580.0,10667060.0,10574223.0,10416539.0,11577210.0,10749231.0,10779635.0,7933788.0,7677295.0,8255604.5,7912829.0,8492241.0,7697454.0,7998908.0,8163432.0,7797546.0,8086434.5,7823415.0,6462606.0,6608377.0,6487594.0
Japan,767963140.0,796544260.0,852170240.0,914265200.0,914306240.0,868510700.0,907144500.0,933237700.0,901590100.0,953071360.0,944868600.0,926835500.0,897407740.0,880909440.0,937069900.0,912400830.0,912260000.0,902530300.0,985464300.0,1021681800.0,1157195500.0,1168897300.0,1178674800.0,1171686700.0,1226702200.0,1239048100.0,1251545700.0,1244251100.0,1204402600.0,1241036500.0,1263754800.0,1249162100.0,1278787100.0,1287292500.0,1282686000.0,1290144600.0,1267118500.0,1302836700.0,1232014200.0,1163057300.0,1214707500.0,1264631000.0,1305883500.0,1315192000.0,1264072000.0,1223168600.0,1202454500.0,1186802300.0,1141668900.0,1104539800.0,1039795900.0,1062129300.0,1053797800.0
Jordan,1555684.0,1654434.0,1913598.0,2199568.0,2225305.0,2489202.0,2944596.0,3153933.0,3627347.0,3776884.0,4695815.0,5825183.0,6255687.0,7299946.0,8246872.0,8421513.0,9165052.0,9506019.0,9177012.0,9079754.0,10476423.0,9903911.0,11984199.0,11774286.0,13249567.0,13208063.0,13825418.0,14074057.0,14253067.0,14266665.0,15200204.0,15609517.0,16420437.0,16982176.0,18670694.0,20436792.0,20526390.0,21436498.0,20717996.0,21336692.0,20615326.0,21243760.0,23814580.0,23818202.0,25898834.0,25549898.0,24698330.0,25813520.0,25141976.0,24728612.0,21128764.0,22667308.0,22912578.0
Kazakhstan,157081230.0,166560980.0,175133170.0,182406820.0,189215760.0,198758180.0,206220850.0,213041490.0,220155300.0,221821620.0,230434880.0,225745810.0,229913120.0,232964700.0,234837380.0,253337520.0,258138510.0,256083440.0,274206850.0,264740350.0,268173090.0,261065920.0,236131070.0,208216780.0,174933440.0,168285920.0,154505020.0,146425380.0,144282670.0,119265290.0,143380210.0,138768540.0,157524850.0,175854720.0,186355680.0,200041980.0,220574700.0,226744690.0,226830980.0,224549710.0,248803230.0,238987650.0,246345340.0,255164930.0,274289660.0,278661280.0,277695740.0,293476480.0,307174100.0,275289760.0,255486480.0,255142930.0,271178270.0
Kenya,3078215.0,3679252.0,3866229.0,3914027.0,4943558.0,4969218.0,4602715.0,5049444.0,5317180.0,5032252.0,6189277.0,6519199.0,4687430.0,4654725.0,4314382.0,3765424.0,4157065.0,5168547.0,4784129.0,5187409.0,5819044.0,4834337.0,5536456.0,6341798.0,6553312.0,7548754.0,9292462.0,8210108.0,9959645.0,10070618.0,10408840.0,9277873.0,7890697.0,6697443.0,7589762.0,8554943.0,9565541.0,9823632.0,10232778.0,12342527.0,12163160.0,13447592.0,12505727.0,13457976.0,14531541.0,16998498.0,18134512.0,17709414.0,18837988.0,19799186.0,21982360.0,24457572.0,24851922.0
Kiribati,21984.0,29312.0,25648.0,36640.0,32976.0,32976.0,32976.0,21984.0,21984.0,25648.0,29312.0,29312.0,25648.0,21984.0,21984.0,21984.0,18320.0,21984.0,21984.0,21984.0,21984.0,21984.0,25648.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,36640.0,36640.0,36640.0,40304.0,40304.0,47632.0,47632.0,47632.0,47632.0,47632.0,58624.0,54960.0,51296.0,51296.0,58624.0,54960.0,54960.0,65952.0,65952.0,65952.0,65952.0,68819.0,68043.0
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164201.0,162488.0,160776.0,166133.0,7362096.0,8109154.5,8354687.5,8294465.0,7847775.0,7969366.0,7132675.0,8290589.5,8793497.0,8022504.0,8044655.0,8389661.0,8451382.0,8088310.0,8017524.5
Kuwait,25021456.0,27117264.0,27611904.0,24222704.0,19312024.0,16812936.0,18456196.0,17201412.0,20971580.0,17627686.0,24616182.0,25139622.0,21090278.0,21541218.0,28285242.0,29070176.0,35230268.0,31377858.0,32825112.0,35771644.0,37807036.0,492841280.0,29648394.0,49129430.0,57196628.0,56127692.0,51626870.0,56620856.0,52811750.0,54978050.0,54889610.0,59050692.0,59985636.0,62336196.0,65630652.0,74426424.0,76047150.0,77158350.0,84281064.0,88716616.0,90869910.0,87916720.0,101766056.0,83723280.0,75623540.0,93660650.0,109126340.0,103313340.0,105547870.0,108893460.0,97712410.0,103282790.0,109190000.0
Kuwaiti Oil Fires (GCP),,,,,,,,,,,,,,,,,,,,,,477924830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,13578134.0,14408229.0,15158174.0,15798422.0,16399828.0,17236654.0,17884906.0,18479706.0,19101680.0,19242126.0,19988408.0,19596334.0,19957672.0,20230228.0,20396922.0,21992384.0,21708362.0,21202664.0,21511424.0,20915994.0,18997598.0,15656505.0,11041681.0,8468166.0,6144479.0,4506950.0,5651918.0,5560681.0,5900999.0,4642439.0,4575258.0,3856740.0,4917247.0,5375527.0,5808160.0,5519072.0,5460630.0,6522285.0,7480887.0,6709287.0,6355656.0,7620172.0,10086689.0,9733813.0,10236388.0,10264781.0,9621676.0,9360708.0,11171519.0,9046309.0,8348849.5,9433804.0,9449704.0
Laos,571584.0,421360.0,487312.0,516623.97,293120.0,252815.98,223504.0,230832.0,230832.0,223504.0,186864.0,150224.0,157552.0,179536.0,183200.0,205184.0,208848.0,212512.0,212512.0,230832.0,512960.03,545936.0,592727.0,607425.0,634264.0,670900.0,749891.0,792409.0,820068.0,845838.0,960400.0,1062694.0,1165768.0,1220964.0,1282484.0,1337012.0,1757335.0,1835383.0,2131341.0,2667456.0,3004513.0,3170104.0,3397982.0,4261159.0,4449693.0,9229252.0,16458120.0,19683848.0,20558106.0,19534332.0,19674886.0,23366972.0,23193406.0
Latvia,15644642.0,16609823.0,17485930.0,18236128.0,18943458.0,19922670.0,20690306.0,21397154.0,22136552.0,22318814.0,23196282.0,22769810.0,23198106.0,23535594.0,23749020.0,25600436.0,24091312.0,19834596.0,19407344.0,18120868.0,19662722.0,17920696.0,14194646.0,11922756.0,10371239.0,9134976.0,9212675.0,8680906.0,8306996.5,7718816.0,7082575.0,7497437.0,7521355.0,7726979.0,7732137.0,7811700.0,8310876.0,8638660.0,8198938.5,7456832.0,8555267.0,7811917.0,7520586.0,7369655.0,7173207.0,7263453.0,7211637.0,7216303.0,7863008.0,7650647.0,6999913.0,7240496.0,6591454.0
Lebanon,3940725.0,5300639.0,5653358.0,7066733.0,7087861.0,6265099.0,5924023.0,5385509.0,5495880.0,5785207.0,5889758.0,5844246.0,5719422.0,6942200.0,6713183.0,7764934.0,7478448.0,7670364.0,7345655.0,7720771.0,7868195.0,8115152.5,9726913.0,10354905.0,11110825.0,12254741.0,12752780.0,15098693.0,16286495.0,16429672.0,15466264.0,16406607.0,16243744.0,18529028.0,17208414.0,16650190.0,14792376.0,13746087.0,17417774.0,20957556.0,19996596.0,20264128.0,22332032.0,22163384.0,23992028.0,25734552.0,26441534.0,27824084.0,26160182.0,25661360.0,22279648.0,23471840.0,23904522.0
Lesotho,,,,,,,,,,,,,,,,,,,,,1472928.0,1527888.0,1586512.0,1634144.0,1674448.0,1707424.0,1736736.0,1769712.0,1802688.0,1824672.0,1850320.0,1875968.0,1905280.0,1930928.0,1982224.0,2011535.9,2037184.0,2073823.9,2125120.0,2216720.0,2275344.0,3063104.0,3092416.0,2333968.0,2473200.0,2242368.0,2213056.0,2513504.0,2370608.0,2388928.0,2172752.0,2480521.0,3134694.0
Liberia,1450587.0,1523867.0,1505547.0,1479899.0,1721723.0,1483563.0,1475601.0,1471362.0,1503152.0,1941899.0,2037558.1,1934943.0,597408.0,706518.0,695432.0,716084.0,722879.0,758462.0,809184.0,659594.0,456132.0,374548.0,391658.0,417301.0,415256.0,416069.0,427462.0,446187.0,473047.0,376138.0,398769.0,417418.0,432027.0,464323.0,546472.0,650572.0,672734.0,625121.0,530796.0,470687.0,756900.0,848052.0,962647.0,874265.0,821462.0,467217.0,497121.0,890868.0,421768.0,1019598.0,769421.0,865255.0,876934.0
Libya,32305104.0,21628296.0,15220018.0,14575065.0,9337575.0,11568416.0,17887864.0,20198250.0,21155382.0,25926382.0,26780556.0,28667964.0,30565102.0,30146018.0,28276210.0,31002176.0,33895492.0,32348262.0,36160364.0,37068520.0,36513784.0,42619850.0,37024420.0,38708330.0,51359944.0,54595650.0,53951944.0,51778956.0,51652640.0,50259920.0,53238540.0,53113610.0,52524996.0,55477260.0,56850380.0,60668510.0,55744220.0,51595308.0,53501800.0,53397104.0,61085580.0,55861524.0,55278764.0,43458372.0,60602124.0,54550704.0,51649400.0,53437024.0,54019470.0,70527430.0,47068096.0,63925804.0,62961304.0
Liechtenstein,111005.0,116204.0,107524.0,134562.0,109178.0,137461.0,133671.0,152279.0,151892.0,130670.99,157827.0,148220.0,103794.0,130703.0,136442.0,170224.0,195139.0,135113.0,179013.0,187138.0,198971.0,206329.0,206950.0,215034.0,201111.0,204202.0,205960.0,218376.0,229239.0,226566.0,216860.0,214671.0,220018.0,229355.0,229391.0,228986.0,231121.0,200794.0,219536.0,205375.0,190830.0,176782.0,185325.0,192545.0,161259.0,159774.0,149838.0,155769.0,142950.0,149022.0,141929.0,145884.0,149934.0
Lithuania,24328818.0,25869234.0,27270690.0,28480460.0,29627160.0,31192876.0,32413060.0,33544392.0,34739052.0,35035710.0,36422224.0,35804790.0,36490790.0,37050428.0,37406680.0,40300924.0,36309600.0,36069636.0,36789700.0,36898080.0,35737676.0,37820376.0,21168442.0,16319714.0,15767042.0,15057343.0,15739963.0,15162846.0,15997053.0,13449596.0,11843035.0,12593737.0,12666029.0,12659431.0,13254169.0,13862650.0,14195783.0,15475053.0,14918748.0,12830513.0,13803169.0,13960951.0,14055952.0,13154249.0,12854897.0,13055458.0,13121737.0,13286188.0,13434746.0,13677775.0,13538674.0,13829675.0,12667216.0
Low-income countries,103298000.0,140588210.0,120632040.0,130411736.0,136628580.0,142508210.0,146228100.0,152154750.0,147482600.0,159185780.0,161972620.0,167660480.0,168085310.0,181743790.0,196178770.0,204878990.0,218827200.0,243319120.0,270233470.0,277427840.0,188859120.0,186670200.0,171371800.0,163226850.0,158112400.0,155437180.0,148257980.0,149494830.0,148893010.0,158610740.0,164295070.0,166489310.0,154700960.0,176753420.0,179169060.0,184117540.0,192668540.0,197755620.0,209381100.0,194899170.0,193583280.0,180238740.0,167572240.0,157769000.0,166929230.0,150263220.0,150499220.0,179734020.0,185462100.0,192109150.0,185854060.0,196777090.0,197079330.0
