Entity,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tajikistan,7702683.0,8178735.5,8610200.0,8979680.0,9327972.0,9809264.0,10184882.0,10530749.0,10894571.0,10982300.0,11411372.0,11200802.0,11411028.0,11574380.0,11676708.0,12585604.0,12041897.0,11813448.0,12756665.0,12658985.0,11965114.0,9658038.0,7308103.0,5170596.0,2355098.0,2445277.0,2823798.0,2150084.0,2496671.0,2517199.0,2233862.0,2287606.0,1877243.0,2070857.0,2560492.0,2439487.0,2655168.0,3227096.0,2896020.0,2443974.0,2536415.0,2340736.0,2933412.0,2906893.0,4600122.0,5302282.0,5692501.0,6858048.0,8060483.0,8856778.0,9298944.0,9980379.0,10017384.0
Tanzania,1765365.0,2461495.0,2164473.0,3182738.0,2303467.0,2281601.0,2785968.0,2007622.0,2197332.0,2062789.9,1873642.0,2106825.0,2148300.0,2196304.0,2346983.0,2337900.0,2277593.0,2367510.0,2271686.0,2161598.0,2112309.0,2255268.0,2177588.0,2426036.0,2063123.0,2433890.0,2526706.0,2824358.0,2480937.0,2458755.0,2571821.0,3040810.0,3485616.0,3687241.0,4221283.0,5355817.0,5876241.0,5706146.0,5911275.0,5767178.0,6922992.0,7523881.0,8784956.0,9686995.0,9198410.0,9723330.0,10213532.0,11233944.0,11837862.0,13743298.0,14168675.0,15417177.0,15569999.0
Thailand,15352543.0,19202178.0,21759532.0,24344560.0,24103836.0,24236140.0,28554744.0,31869152.0,34741212.0,36362616.0,39717524.0,37523256.0,37311810.0,41745956.0,45116800.0,47791670.0,48768180.0,53571300.0,60490628.0,71403816.0,86563260.0,95044850.0,105513440.0,121855064.0,136870020.0,153650030.0,173565810.0,181202720.0,159704050.0,167234720.0,167352140.0,172266850.0,184665460.0,191087730.0,207330690.0,214325140.0,215824670.0,224082600.0,224248700.0,228836240.0,241018980.0,244878160.0,262347660.0,263753500.0,272487650.0,277098700.0,284045300.0,283347620.0,288346340.0,281870340.0,271852000.0,267219020.0,270746370.0
Togo,274800.0,315104.0,404950.0,411639.0,390468.0,311440.0,322432.0,461664.0,355408.0,1381328.0,794433.0,706484.0,817874.0,623627.0,694581.0,659031.0,847915.0,924976.0,963449.0,1024183.06,977644.0,1049806.0,1030496.0,1068807.0,1006679.06,1174741.0,1265171.0,878986.0,1289967.0,1850434.0,1331372.0,1158913.0,1322471.0,1804731.0,1743929.0,1721591.0,1500506.0,1516752.0,1522778.0,2740838.0,2595698.0,2503920.0,2215629.0,1642552.0,1541898.0,1863341.0,2311978.0,1991390.0,2165189.0,2414997.0,2381218.0,2555860.0,2575560.0
Tonga,25648.0,18320.0,21984.0,25648.0,21984.0,32976.0,29312.0,29312.0,36640.0,40304.0,40304.0,47632.0,43968.0,47632.0,47632.0,47632.0,47632.0,54960.0,69616.0,69616.0,84272.0,87936.0,69616.0,84272.0,91600.0,95264.0,76944.0,98928.0,87936.0,109920.0,95264.0,87936.0,102592.0,117248.0,109920.0,113584.0,128240.01,113584.0,120912.0,131904.0,117248.0,102592.0,106256.0,113584.0,113584.0,117248.0,124576.0,135568.0,135568.0,161216.0,183200.0,191163.0,189008.0
Trinidad and Tobago,8990356.0,8096400.5,8235512.5,9389822.0,10042043.0,9613296.0,15910818.0,16159260.0,15311864.0,16707079.0,16919436.0,17242380.0,18405236.0,16275545.0,17504410.0,20723080.0,17354846.0,17489066.0,15833101.0,16105026.0,16981164.0,16968162.0,19102764.0,17411194.0,15349368.0,14732517.0,18458328.0,18911194.0,19905198.0,22594362.0,24366292.0,26756396.0,28701796.0,32391288.0,32711342.0,38226790.0,42727050.0,45582096.0,44464628.0,44442092.0,47111836.0,47067340.0,46175890.0,45823650.0,46891730.0,45559680.0,39893100.0,40317892.0,40327880.0,40782852.0,35029664.0,35532470.0,34331736.0
Tunisia,3738743.0,4208133.0,4732530.0,4824843.0,5393247.0,5544025.0,5844832.0,6754190.0,7488590.0,8770340.0,9495551.0,9839484.0,9531861.0,11319278.0,11563105.0,11960545.0,12087189.0,11779839.0,12495245.0,13268198.0,13483229.0,16005548.0,15275014.0,16616589.0,16135008.0,16271666.0,16619228.0,17218460.0,17787744.0,18639804.0,19554614.0,20429640.0,20680184.0,21142368.0,22094576.0,22548992.0,22969948.0,24591038.0,25540792.0,25421650.0,28137812.0,26436428.0,28455854.0,28333024.0,29692062.0,31418044.0,30591786.0,31271626.0,31134054.0,30353464.0,28493462.0,35244284.0,35576780.0
Turkey,42579228.0,47638156.0,53721840.0,59310000.0,60928644.0,65419330.0,73359400.0,81120720.0,76713870.0,75037840.0,75212270.0,79185990.0,86210030.0,89812184.0,94906030.0,105662350.0,115617870.0,128442184.0,124727510.0,137569950.0,151614980.0,158126320.0,164064880.0,171138860.0,167565650.0,181355250.0,199646700.0,212108210.0,212135040.0,207927920.0,229936660.0,213581220.0,221225650.0,236765650.0,244768590.0,264870640.0,282368320.0,313693340.0,310622140.0,316412300.0,316193060.0,342057300.0,356107200.0,347331740.0,364028300.0,384929660.0,405950200.0,430900860.0,422058620.0,402692260.0,412926880.0,452702800.0,435684600.0
Turkmenistan,19631972.0,20862556.0,21968376.0,22918512.0,23815656.0,25052472.0,26013896.0,26897174.0,27827508.0,28053340.0,29141752.0,28614916.0,29153128.0,29572022.0,29838292.0,32156776.0,35516484.0,35790644.0,36972620.0,37448250.0,31702526.0,32422294.0,31994180.0,27516396.0,34216140.0,34569176.0,31654202.0,31196074.0,33445510.0,39796908.0,39361496.0,34034184.0,30130800.0,40567560.0,49355104.0,47928664.0,49499596.0,49182930.0,59438420.0,52462364.0,59184068.0,65155076.0,66938636.0,64339644.0,62799344.0,64322776.0,64450340.0,64359890.0,63760204.0,65324644.0,67697480.0,69974744.0,70958350.0
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,62288.0,62288.0,65952.0,65952.0,69616.0,69616.0,69616.0,84272.0,87936.0,98928.0,109920.0,113584.0,150224.0,157552.0,161216.0,190528.0,216176.0,252815.98,263808.0,274800.0,282128.0,282128.0,282128.0,285792.0,307776.0,311440.0,329760.0,351744.0,362736.0,362736.0,359072.0,346011.0,349200.0
Tuvalu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,3664.0,10992.0,10992.0,7328.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,11470.0,11340.0
Uganda,1442843.0,1437743.0,1378383.0,1176441.0,1189710.0,1128594.0,985384.0,801967.0,695171.0,670871.0,626023.0,527045.0,544697.0,613545.0,580422.0,616914.0,701855.0,768574.0,862875.0,800488.0,760855.0,779805.0,797791.0,797457.0,708177.0,925485.0,1018092.06,1061946.0,1208757.0,1254724.0,1360870.0,1417088.0,1446221.0,1512745.0,1607486.0,2017941.0,2383386.0,2709990.0,2779614.0,2999798.0,3569619.0,3824069.0,3626987.0,3754530.0,4089666.0,4525570.0,4795435.0,5387882.0,5523001.0,5731925.0,5538408.0,6052755.0,6021782.0
Ukraine,456820030.0,484737280.0,510001100.0,531497630.0,551676000.0,579866430.0,602172350.0,622605800.0,643918500.0,649262340.0,674859700.0,661774300.0,674319800.0,683808060.0,689836860.0,744234240.0,740662850.0,733831740.0,727357630.0,683160900.0,706226900.0,632924160.0,589282800.0,510320400.0,419492100.0,390072130.0,351769700.0,340514370.0,328807580.0,298578880.0,285674200.0,303891300.0,295900900.0,307245380.0,310625760.0,313530560.0,333061630.0,336819550.0,325983400.0,277593340.0,294365800.0,308376420.0,304424100.0,297479000.0,257639000.0,223787570.0,233961020.0,223080820.0,231663820.0,221943170.0,206823860.0,210153310.0,141253000.0
United Arab Emirates,15234912.0,21166928.0,23434944.0,30605392.0,31301552.0,31045072.0,39617012.0,38751290.0,44753588.0,36546456.0,36823400.0,36766936.0,36752772.0,35220452.0,46155644.0,49652536.0,47030090.0,47450350.0,48095596.0,54186136.0,51703772.0,56673424.0,57757056.0,65565560.0,75010504.0,72463500.0,75412150.0,72919520.0,80106300.0,77316160.0,111813100.0,101417960.0,84649070.0,106443120.0,111702584.0,114399416.0,121705080.0,133124510.0,153683520.0,168013250.0,184842300.0,197573140.0,207392260.0,213335140.0,209983040.0,225683650.0,226604720.0,212490380.0,209278510.0,219556580.0,216768320.0,237248980.0,243895220.0
United Kingdom,652577400.0,660388200.0,648026300.0,659577100.0,617183600.0,603247040.0,598526000.0,604361700.0,604713500.0,644512800.0,579035400.0,560554500.0,548240400.0,545485100.0,529108160.0,559627300.0,568554000.0,571667600.0,570293760.0,581576100.0,601945100.0,609412700.0,593845950.0,579612540.0,574016900.0,566158900.0,586760700.0,562708160.0,568543700.0,561649600.0,569033660.0,577970560.0,560273200.0,571618750.0,573429760.0,570338370.0,567845600.0,559566460.0,544932400.0,494107700.0,511904580.0,469713300.0,487476770.0,477611260.0,438807070.0,422460800.0,399430140.0,387367140.0,379729760.0,364753280.0,326263200.0,347465060.0,318654370.0
United States of America,4339686000.0,4365465000.0,4573015000.0,4785103000.0,4621099500.0,4478275000.0,4747817500.0,4889665500.0,4941423000.0,5008641500.0,4808556000.0,4686420500.0,4447298000.0,4429423000.0,4662174000.0,4652632600.0,4663429600.0,4825711600.0,5050543600.0,5132206000.0,5120957000.0,5062956500.0,5174227500.0,5272850400.0,5364279300.0,5425259500.0,5612983000.0,5688142300.0,5733281000.0,5803918000.0,6010135600.0,5907739600.0,5946308000.0,6010145300.0,6112655000.0,6132183000.0,6052686000.0,6130123000.0,5915118600.0,5480725500.0,5679715300.0,5546116000.0,5344086000.0,5480156700.0,5528681000.0,5376473000.0,5252932000.0,5212162000.0,5377797000.0,5262145000.0,4714628000.0,5032213000.0,5057303600.0
Upper-middle-income countries,3442962400.0,3707560200.0,3899385900.0,4100492800.0,4240016600.0,4540340000.0,4751411000.0,5009720300.0,5330599400.0,5476653600.0,5584531000.0,5553611300.0,5796655000.0,5927688000.0,6142732300.0,6570022000.0,6768155000.0,6976506000.0,7312120000.0,7354611700.0,7496887000.0,7508527000.0,7192273000.0,7326015500.0,7305621000.0,7615639000.0,7822318600.0,7854968300.0,7701780000.0,7902795000.0,8067540500.0,8220061000.0,8628412000.0,9597306000.0,10146096000.0,10893303000.0,11670754000.0,12254458000.0,12916676000.0,13167811000.0,14196621000.0,15299967000.0,15693946000.0,15861799000.0,15983630000.0,15862256000.0,15769831000.0,16083391000.0,16474329000.0,16888135000.0,16725370000.0,17450885000.0,17616728000.0
Uruguay,5735803.0,5801934.0,6069376.0,5768719.0,5677001.0,5962407.0,5887086.0,5639634.0,5729321.0,6262352.0,5818505.0,5355957.0,4853822.0,3803538.0,3438156.0,3283824.0,3164926.0,3542533.0,4785973.0,4852638.0,3967289.0,4527678.0,5142888.0,4439220.0,4030404.0,4557192.0,5405165.0,5513665.0,5638758.0,6682218.0,5268017.0,5030443.0,4557757.0,4526888.0,5564822.0,5726669.0,6597095.0,5947501.0,8201628.5,7946771.0,6297960.0,7652644.0,8591791.0,7492373.0,6684323.0,6742026.0,6521229.0,6162573.0,6570970.0,6489942.0,6477168.0,8102205.5,7893098.0
Uzbekistan,60562076.0,64423270.0,67792280.0,70695050.0,73430520.0,77221030.0,80200420.0,82917670.0,85776620.0,86464610.0,89785944.0,88193500.0,89875250.0,91168184.0,92012540.0,99179440.0,95384930.0,97499096.0,100721820.0,104046710.0,103783350.0,102288880.0,110984330.0,115617240.0,109784970.0,104802930.0,108184184.0,109027840.0,120974760.0,123586570.0,123477320.0,126221210.0,132575224.0,130294420.0,129097550.0,121599860.0,124900550.0,123820770.0,128388290.0,109227384.0,107665944.0,116756070.0,118854700.0,112281976.0,107399464.0,103695920.0,110139080.0,108930904.0,102288104.0,108429080.0,109631970.0,116387944.0,120610190.0
Vanuatu,40304.0,58624.0,62288.0,54960.0,62288.0,54960.0,43968.0,51296.0,58624.0,62288.0,62288.0,51296.0,51296.0,54960.0,54960.0,120912.0,58624.0,47632.0,65952.0,62288.0,65952.0,65952.0,65952.0,65952.0,65952.0,65952.0,84272.0,87936.0,84272.0,87936.0,87936.0,91600.0,84272.0,84272.0,58624.0,58624.0,47632.0,98928.0,95264.0,120912.0,120912.0,135568.0,117248.0,109920.0,157552.0,135568.0,150224.0,142896.0,179536.0,164880.0,201520.0,210280.0,207909.0
Venezuela,74489416.0,62500184.0,62514096.0,66432852.0,75057576.0,63750450.0,57273444.0,63650064.0,68591440.0,76447390.0,90640600.0,91791580.0,93201040.0,92907944.0,93002890.0,101026510.0,109239830.0,110661140.0,115751750.0,108571080.0,121823040.0,115052180.0,105576780.0,123966330.0,119765340.0,124730820.0,118253256.0,129666980.0,170367140.0,143049710.0,142834900.0,130533940.0,164152850.0,154262140.0,142766900.0,148310640.0,155596930.0,153962110.0,155505170.0,151848180.0,189316720.0,168413150.0,175719550.0,198427040.0,175961380.0,165853100.0,152385310.0,138226900.0,100734470.0,87611624.0,61956236.0,71613200.0,76892000.0
Vietnam,28172980.0,24503596.0,23034844.0,25067894.0,19058020.0,21771390.0,13898657.0,15246793.0,15387687.0,16249706.0,16789038.0,17695406.0,18341628.0,19269692.0,17495162.0,21097420.0,20584666.0,23296900.0,23072536.0,17397910.0,21298646.0,21375534.0,21466460.0,22853002.0,27362152.0,30088820.0,35481510.0,45502070.0,47866350.0,48548324.0,53935468.0,60983830.0,69527790.0,77261570.0,88939180.0,95845720.0,99652260.0,101429540.0,114302696.0,124493390.0,139563840.0,152560270.0,144277150.0,151437980.0,181842880.0,215461950.0,223203940.0,229642500.0,257722290.0,341788800.0,363342660.0,352553020.0,343606620.0
Wallis and Futuna,,,,,,,,,,,,,,,,,,,,,18320.0,18320.0,18320.0,18320.0,18320.0,18320.0,21984.0,21984.0,21984.0,25648.0,25648.0,25648.0,25648.0,25648.0,25648.0,29312.0,29312.0,29312.0,21984.0,29312.0,29312.0,25648.0,25648.0,21984.0,21984.0,21984.0,25648.0,25648.0,25648.0,25648.0,25648.0,26763.0,26461.0
World,14898157000.0,15502787000.0,16223440000.0,17083500000.0,17009382000.0,17049979000.0,17985243000.0,18494652000.0,19063955000.0,19603001000.0,19482442000.0,19016950000.0,18865373000.0,18985900000.0,19641730000.0,20305132000.0,20607515000.0,21245784000.0,22077385000.0,22378970000.0,22752700000.0,23229475000.0,22567199000.0,22798350000.0,23034776000.0,23524491000.0,24250161000.0,24395952000.0,24330945000.0,24833495000.0,25501286000.0,25674930000.0,26248288000.0,27648650000.0,28620194000.0,29592103000.0,30605767000.0,31499735000.0,32041902000.0,31493265000.0,33306330000.0,34436470000.0,34935450000.0,35232470000.0,35466195000.0,35463213000.0,35460026000.0,36025455000.0,36766945000.0,37040103000.0,35007738000.0,36816544000.0,37149786000.0
Yemen,2509840.0,1971232.0,1494912.0,2729621.0,2245794.0,2168850.0,2564260.0,2977991.0,3102122.0,3218488.0,3313518.0,4225439.0,5933604.0,6285599.0,7096980.0,8573361.0,8192041.5,8626651.0,9550232.0,9935053.0,9520184.0,9127376.0,9873645.0,8625426.0,9910087.0,11062451.0,11302606.0,12171426.0,12842866.0,14687685.0,15725321.0,17077302.0,16581434.0,18481570.0,19977182.0,21661558.0,23790956.0,23570650.0,24407098.0,26776694.0,25713402.0,22515330.0,20355792.0,27160398.0,26476566.0,14083540.0,10007327.0,9694605.0,11591975.0,11837194.0,10883986.0,11587916.0,11356347.0
Zambia,3765879.0,3786676.0,4061415.2,4585665.0,4197161.0,4076219.0,4019392.0,3734905.0,3470873.0,3596470.0,3523262.0,3358031.0,3510781.0,3260766.0,2804441.0,2732732.0,2865572.0,2673762.0,3109022.0,2570005.0,2407113.0,2381811.0,2424693.0,2466007.0,2393258.0,2142313.0,1837995.0,2354102.0,2278458.0,1777604.0,1784113.0,1885603.0,1960891.0,2074413.0,2104131.0,2242543.0,2231118.0,2294254.0,2553028.0,2940336.0,3120300.0,3372367.0,4165843.0,4416159.0,4876557.0,5064975.0,5864282.0,6850203.0,7419369.0,7750827.0,8144346.0,8663157.0,8921889.0
Zimbabwe,8154132.0,8732719.0,8215826.0,9270850.0,9047019.0,8310912.0,10854930.0,9284411.0,9279682.0,9431655.0,9613952.0,9405387.0,8779857.0,10425096.0,9879639.0,10213709.0,13068023.0,15170106.0,16029461.0,16113653.0,15551593.0,15501544.0,16713457.0,16046612.0,17393590.0,15028392.0,14908902.0,13911984.0,14131139.0,15727769.0,13818202.0,12508722.0,11895839.0,10609583.0,9428642.0,10698489.0,10365461.0,9835161.0,7720094.0,8249769.0,8754012.0,10363199.0,11253769.0,11671374.0,11946148.0,12254954.0,10533453.0,9295629.0,10714598.0,9775428.0,7849639.0,8396158.0,8855981.0
